"","Moisture.treatment","Residue.type","response","SE","df","lower.CL","upper.CL",".group"
"6","Ambient","No residue",0.7946268395,0.165693047057569,3,0.267317614080441,1.32193606491956,"B"
"10","Ambient","Wheat",1.35672752425,0.301016290016232,3,0.398759344257632,2.31469570424237,"AB"
"2","Ambient","Clover",1.691469168,0.161918213852288,3,1.17617314656765,2.20676518943235,"A"
"9","Ambient","Wheat-clover mix",1.56573180925,0.340273056662105,3,0.482831077288089,2.64863254121191,"AB"
"7","Ambient","Five-species mix",1.52497724775,0.297636160314654,3,0.577766149037801,2.4721883464622,"AB"
"5","Drought","No residue",0.800188425499999,0.264237621318663,3,-0.0407336161825341,1.64111046718253,"AB"
"8","Drought","Wheat",1.19727263525,0.146539597569079,3,0.730918234388523,1.66362703611148,"AB"
"1","Drought","Clover",1.8326702675,0.4763041706521,3,0.316857819417005,3.34848271558299,"AB"
"4","Drought","Wheat-clover mix",1.634785067,0.0471801164566164,3,1.48463687969979,1.78493325430021,"A"
"3","Drought","Five-species mix",1.6239739995,0.355401687508295,3,0.492927212197631,2.75502078680237,"AB"
