"","Moisture.treatment","Residue.type","response","SE","df","lower.CL","upper.CL",".group"
"6","Ambient","No residue",0.7250369335,0.0811283486464991,3,0.46685032009618,0.983223546903819,"BC"
"9","Ambient","Wheat",0.58718998525,0.098302957419371,3,0.274346101612261,0.900033868887739,"C"
"4","Ambient","Clover",1.25274974076075,0.150662456414028,3,0.77327456300096,1.73222491852054,"AB"
"10","Ambient","Wheat-clover mix",1.00916381725,0.108728705866491,3,0.663140548986908,1.35518708551309,"ABC"
"3","Ambient","Five-species mix",1.3799170095,0.0781523059507649,3,1.13120149217759,1.62863252682241,"A"
"8","Drought","No residue",1.320885186,0.0357409655503836,3,1.20714148223691,1.43462888976309,"A"
"5","Drought","Wheat",0.716371670499999,0.155248953504417,3,0.222300212020704,1.21044312897929,"BC"
"1","Drought","Clover",1.170488143,0.201300811806246,3,0.5298591182166,1.8111171677834,"ABC"
"2","Drought","Wheat-clover mix",0.660385765249999,0.114010247495733,3,0.297554274342722,1.02321725615728,"BC"
"7","Drought","Five-species mix",0.996195858,0.250784228405716,3,0.198088516886805,1.79430319911319,"ABC"
