"","Moisture.treatment","Residue.type","response","SE","df","lower.CL","upper.CL",".group"
"7","Ambient","No residue",1.0480427725,0.933198755758954,3,-1.92181215986043,4.01789770486044,"A"
"6","Ambient","Wheat",0.97897701,0.168934156077632,3,0.441353129154518,1.51660089084548,"A"
"2","Ambient","Clover",-1.3823159275,1.19289055879185,3,-5.17862607893495,2.41399422393495,"A"
"1","Ambient","Wheat-clover mix",0.6293917375,0.604945819852527,3,-1.2958158517865,2.5545993267865,"A"
"4","Ambient","Five-species mix",0.590523045000001,0.192603577276195,3,-0.0224274978870505,1.20347358788705,"A"
"5","Drought","No residue",3.9008585675,3.36682515256093,3,-6.81388169980378,14.6155988348038,"A"
"9","Drought","Wheat",1.1765062375,0.575882946450602,3,-0.656210317707614,3.00922279270761,"A"
"3","Drought","Clover",1.0036941475,2.4519659900364,3,-6.79955595817265,8.80694425317265,"A"
"10","Drought","Wheat-clover mix",-0.113076025,0.329382609564585,3,-1.16131849383352,0.935166443833519,"A"
"8","Drought","Five-species mix",2.046915355,0.847472634364182,3,-0.65012079906134,4.74395150906134,"A"
