"","Moisture.treatment","Residue.type","response","SE","df","lower.CL","upper.CL",".group"
"9","Ambient","No residue",0.878637795555182,0.00718567941647711,3,0.855769756645261,0.901505834465102,"A"
"8","Ambient","Wheat",0.728171522616958,0.00447484391376711,3,0.713930572136869,0.742412473097047,"BC"
"6","Ambient","Clover",0.680605832929151,0.0156787738889766,3,0.630708976894799,0.730502688963503,"CDE"
"4","Ambient","Wheat-clover mix",0.634906451048375,0.00648989990237651,3,0.614252693082396,0.655560209014354,"EF"
"1","Ambient","Five-species mix",0.619969592776575,0.00786721961037452,3,0.594932588794683,0.645006596758467,"F"
"10","Drought","No residue",0.866576189818905,0.0126335940227312,3,0.82637045519881,0.906781924439001,"A"
"7","Drought","Wheat",0.736883636973219,0.00637232574184656,3,0.716604052460015,0.757163221486423,"B"
"5","Drought","Clover",0.676986034924629,0.00735186462484612,3,0.653589120512342,0.700382949336917,"D"
"3","Drought","Wheat-clover mix",0.641650849884864,0.00598846742264693,3,0.62259287386135,0.660708825908379,"EF"
"2","Drought","Five-species mix",0.633578813677789,0.00630820504180209,3,0.613503289849534,0.653654337506044,"EF"
