"","Moisture.treatment","Residue.type","response","SE","df","lower.CL","upper.CL",".group"
"9","Ambient","No residue",0.872016646610732,0.0350071165160327,3,0.767431463334369,0.99085464734838,"BC"
"5","Ambient","Wheat",1.02478553779891,0.0411400250959728,3,0.901878040899355,1.16444280807031,"AB"
"3","Ambient","Clover",1.14303109783378,0.0458869942206257,3,1.00594183775812,1.29880281500854,"A"
"8","Ambient","Wheat-clover mix",1.08454355216708,0.0435390111473105,3,0.954468986944671,1.23234461531579,"A"
"1","Ambient","Five-species mix",1.16979826050285,0.0469615622188418,3,1.02949868486221,1.32921779347261,"A"
"6","Drought","No residue",0.818909766656254,0.0328751403185654,3,0.720693948913063,0.930510387851052,"C"
"10","Drought","Wheat",0.98713134435881,0.0396283971446051,3,0.868739897396336,1.12165711962355,"AB"
"2","Drought","Clover",1.17492144295562,0.0471672324268066,3,1.03400741921028,1.33503916071631,"A"
"7","Drought","Wheat-clover mix",1.09154540364399,0.0438201005409967,3,0.960631072434505,1.24030067567645,"A"
"4","Drought","Five-species mix",1.14353114725532,0.0459070687093773,3,1.00638191382869,1.29937101091989,"A"
